colct_stdde,sle_site_domn,prices_prdlst_id,goods_nm,shop_nm,anals_trget_pc,Price,expsr_ordr,job_id,kf
2020-05-09,search.shopping.naver.com,F012050,일월 KF94 미세먼지 마스크 대형 4중필터 개별포장 30매 - G마켓,G마켓,73140,2438,72,490015,94
2020-04-27,search.shopping.naver.com,F012050,(재고보유 오늘출발) 뉴네퓨어 건영 이룸 대형 성인용 KF94 코로나 마스크 랜덤발송 1매 - SHALL I,SHALL I,3490,3490,38,490001,94
2020-05-23,search.shopping.naver.com,F012050,성인용 대형 KF94 네퓨어 일회용 미세먼지 황사 마스크 20매(4팩) 국내생산 - 드리미샵,드리미샵,51800,2590,3,490001,94
2020-04-25,search.shopping.naver.com,F012050,(재고보유 오늘출발) 뉴네퓨어 건영 이룸 대형 성인용 KF94 코로나 마스크 랜덤발송 10매입 - SHALL I,SHALL I,34900,3490,15,490001,94
2020-05-10,search.shopping.naver.com,F012050,[1매입 개별포장] 와이엠(YM) KF94 미세먼지 마스크 대형(화이트) 10매 - 푸름웰니스,푸름웰니스,18400,1840,53,490015,94
2020-05-11,search.shopping.naver.com,F012050,KF94 마스크 식약처인증 황사 방역 마스크 대형 1매 휴안청플러스 - 패션플러스,패션플러스,1850,1850,2,490015,94
2020-04-30,search.shopping.naver.com,F012050,맑은하늘 황사마스크 대형 KF80 화이트 1매 - G마켓,G마켓,2080,2080,75,490013,80
2020-04-07,search.shopping.naver.com,F012050,(당일배송/재고확보) 더조은 국내생산 황사 방역용 KF94 마스크 대형 (5매입) - 잇푸드,잇푸드,18500,3700,27,490015,94
2020-04-21,search.shopping.naver.com,F012050,이노센트 KF80 마스크 미세먼지 황사방역용 어린이마스크 아동마스크 (1개) - 공순이도매,공순이도매,2360,2360,21,490013,80
2020-02-11,search.shopping.naver.com,F012091,파인텍 네퓨어 황사방역용 마스크 KF94 대형 - 퍼니맘,퍼니맘,3400,,1,490001,94
2020-03-08,search.shopping.naver.com,F012050,일동 푸른숲 보령 5why 중외 좋은숨 동아 더스논 KF94 미세먼지 황사마스크 KF99 KF80 어린이 - 오렌지팜,오렌지팜,3800,,1,490003,94
2020-04-21,search.shopping.naver.com,F012050,KF94 마스크 소형/대형 황사방역 일회용마스크 1개 - 코코뷰티 코리아,코코뷰티 코리아,2490,2490,1,490008,94
2020-03-10,search.shopping.naver.com,F012050,재고확보 코라나바이러스 예방 마스크 KF94 대형 5매입 또는 개별포장 색상랜덤 1개 - 11번가,11번가,31070,6214,20,490015,94
2020-05-22,search.shopping.naver.com,F012050,KF94 마스크 긴급공수 코로나19 프리데이 대형 10매입 - 옥션,옥션,32200,3220,7,490015,94
2020-05-16,search.shopping.naver.com,F012050,웰킵스 스마트 미세먼지황사마스크 KF94 대형 1개 - 옥션,옥션,2800,2800,41,490008,94
2020-05-10,search.shopping.naver.com,F012050,소확행몰 엠플러스 국산 미세먼지 황사마스크 KF80 대형 (낱개) - 위메프,위메프,2200,2200,69,490013,80
2020-03-10,search.shopping.naver.com,F012050,긴급재고확보! 빠른배송! KF94 대형 마스크 5매 건영크린텍 마스크 - 위메프,위메프,28000,5600,54,490015,94
2020-05-13,search.shopping.naver.com,F012050,퓨어365 방역마스크 황사 방역용 마스크 (대형) KF94 / KF80 1팩(5매) - 폰케이에스,폰케이에스,13750,2750,31,490015,94
2020-04-08,search.shopping.naver.com,F012050,닥터퓨리 KF94 미세 황사마스크 대형 20매 1BOX - 빠른배송 - 위메프,위메프,78000,3900,2,490002,94
2020-05-24,search.shopping.naver.com,F012050,"국산 kf94 마스크 대형 (1인2개한정,오늘출발) - 도그몰",도그몰,1700,1700,69,490015,94
2020-04-26,search.shopping.naver.com,F012050,국산 KF94 마스크 미세먼지 대형 10매입 - G마켓,G마켓,36650,3665,80,490015,94
2020-05-07,search.shopping.naver.com,F012050,국산 KF80 대형 황사방역마스크 1개 - 보건몰닷컴,보건몰닷컴,2800,2800,37,490013,80
2020-04-30,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 숨마스크 - 팔구사구8949,팔구사구8949,3530,3530,10,490008,94
2020-05-24,search.shopping.naver.com,F012050,큐큐 식약청인증 KF94 더안심 초미세먼지 황사 마스크 1개 - 옥션,옥션,2110,2110,25,490008,94
2020-05-02,search.shopping.naver.com,F012050,편한숨 오디널 황사 방역마스크 KF94 대형 5매입 1개 - 쿠팡,쿠팡,14500,2900,42,490008,94
2020-04-25,search.shopping.naver.com,F012050,랜덤배송 KF94 대형 마스크 1개(5매)x3개 (총 15매) - 쿠팡,쿠팡,37500,2500,30,490008,94
2020-04-17,search.shopping.naver.com,F012050,KF94 마스크 일회용마스크 에니쉴드 KN 1매 mask 대형 - G마켓,G마켓,2200,2200,79,490015,94
2020-03-23,search.shopping.naver.com,F012050,[취소없는당일배송] [5개] KF94 크리넥스 웰킵스 외 대형마스크 방역마스크 랜덤발송 - 맑은 숨,맑은 숨,29500,5900,8,490015,94
2020-02-13,search.shopping.naver.com,F012091,엘지생활건강 에어워셔 블랙 황사방역용 마스크 KF94 - 산타클라라,산타클라라,4700,,38,490008,94
2020-03-11,search.shopping.naver.com,F012050,코로나 대응 마스크 대형 KF94 5매w - 옥션,옥션,33000,6600,23,490015,94
2020-03-05,search.shopping.naver.com,F012050,[더샵스토어] 인기 프리미엄 크린 작은먼지 dust마스크 KF80 대형 1개입 - 위메프,위메프,7810,,22,490013,80
2020-04-01,search.shopping.naver.com,F012050,코튼데이 마스크 kf94 대형 1개 5매입 - 옥션,옥션,23000,4600,19,490008,94
2020-05-12,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 효도 어버이날 부모님 아버지 어머니 - GD상점,GD상점,4800,4800,5,490008,94
2020-05-20,search.shopping.naver.com,F012050,기타 KF94 황사방역미세먼지 [익일출고] 대형마스크 1개 랜덤발송 - 쿠팡,쿠팡,2400,2400,26,490008,94
2020-05-19,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 - 코스구띵,코스구띵,3900,3900,10,490008,94
2020-03-19,search.shopping.naver.com,F012050,몬스터건강 방역마스크(KF94인증) 5매 국대 미마 유한킴벌리덴탈 닥터퓨리 뉴네퓨어 휴안청 블링마 메디쉴드 - 몬스터건강,몬스터건강,39900,7980,2,490002,94
2020-03-28,search.shopping.naver.com,F012050,(재고보유 오늘출발) 뉴네퓨어 건영 이룸 대형 성인용 KF94 코로나 마스크 랜덤발송 10매입 - SHALL I,SHALL I,48500,4850,8,490001,94
2020-04-06,search.shopping.naver.com,F012050,힐메이드 KF94 마스크 대형(1장) - 이지이샵,이지이샵,3500,3500,28,490015,94
2020-02-24,search.shopping.naver.com,F012091,방역 먼지 차단 마스크 KF80 대형 화이트 일회용 1개출고됩니다. - 용감한양서방,용감한양서방,5800,,2,490009,80
2020-05-19,search.shopping.naver.com,F012050,KF94 마스크 긴급공수 코로나19 프리데이 대형 10매입 - 옥션,옥션,32200,3220,7,490015,94
2020-05-18,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 [썬마켓] - 썬마켓몰,썬마켓몰,4900,4900,7,490008,94
2020-05-20,search.shopping.naver.com,F012050,(대량판매)세이프크린 KF94 마스크 - 20매 화이트 대형 (1개 5매포장) - 니드마스크,니드마스크,59000,2950,5,490008,94
2020-04-11,search.shopping.naver.com,F012050,숨쉬Go KF94 방역 미세먼지 마스크 (대형X 낱개 1개) 화이트색상 - 미세먼지없는 깨끗한 숨 마스크 - gamezend,gamezend,4900,4900,3,490008,94
2020-04-25,search.shopping.naver.com,F012050,써니 KF80 대형 미세먼지 마스크 독감 폐렴 10매 - 옥션,옥션,23000,2300,41,490013,80
2020-04-25,search.shopping.naver.com,F012050,릴리프 초밀착 안심마스크 KF80 아동용(아동용) - 핑크베리9,핑크베리9,1900,1900,48,490013,80
2020-04-13,search.shopping.naver.com,F012050,애경마스크 kf94 4중구조 대형마스크 개별포장 1개 - 위메프,위메프,3800,3800,13,490008,94
2020-05-08,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 - 스토어워치,스토어워치,3840,3840,7,490008,94
2020-04-25,search.shopping.naver.com,F012050,KF94마스크 대형(30매입) 식약처허가 합리적인 마스크 - 펜사랑,펜사랑,68500,2283.333333,27,490015,94
2020-04-22,search.shopping.naver.com,F012050,파인텍 네퓨어 KF94 10매 황사 미세먼지 일회용마스크 - 인터파크,인터파크,27000,2700,5,490001,94
2020-05-20,search.shopping.naver.com,F012050,KF94 대형 참조은 국산 일회용 미세먼지 황사 마스크 1개(5매) - 케이벨류,케이벨류,15500,3100,37,490008,94
2020-02-20,search.shopping.naver.com,F012091,테라브레스 미세먼지 마스크 KF94 뽀로로 소형1개 - 래디언스,래디언스,2480,,30,490008,94
2020-05-26,search.shopping.naver.com,F012050,건영크린텍 KF94 마스크(대형) 5매X3봉(총15매) - 이마트몰,이마트몰,39900,2660,37,490015,94
2020-04-24,search.shopping.naver.com,F012050,"자연속으로 KF94 미세먼지 황사마스크 [대형/소형] , 뽀로로 방한 마스크 - 알뜰하우스",알뜰하우스,1850,1850,9,490015,94
2020-04-07,search.shopping.naver.com,F012050,일월 KF94 미세먼지 마스크 대형 4중필터 개별포장 5매 - G9,G9,17820,3564,10,490015,94
2020-04-14,search.shopping.naver.com,F012050,랜덤배송 KF94 대형 마스크 1개(5매)x3개 (총 15매) - 쿠팡,쿠팡,43500,2900,13,490008,94
2020-05-22,search.shopping.naver.com,F012050,NEW네퓨어 황사 미세먼지 마스크/LG에어워셔/에티카/웰킵스/아에르/디즈니 미키마우스/블랙/대형/중형/소형/초소형 KF94/10매 - 몽생미쉘,몽생미쉘,30000,3000,40,490001,94
2020-04-22,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - 인터파크,인터파크,4150,4150,32,490008,94
2020-04-07,search.shopping.naver.com,F012050,(국내 오늘 발송) (5매입) KF94 마스크 대형 코로나 - 인터파크,인터파크,17500,3500,39,490015,94
2020-03-28,search.shopping.naver.com,F012050,[KF94마스크] 대형 일회용 미세먼지 마스크 (국내정품) - 파파몽,파파몽,3800,3800,20,490015,94
2020-05-27,search.shopping.naver.com,F012050,(당일출고)국산 KF94 마스크 미세 대형 5매입 - G마켓,G마켓,21060,4212,9,490015,94
2020-04-23,search.shopping.naver.com,F012050,하늬숨 kf94 4중필터 마스크 대형1매 코로나미세먼지 - 인터파크,인터파크,1660,1660,63,490015,94
2020-04-13,search.shopping.naver.com,F012050,건영크린텍 10매건영 KF94 미세먼지 마스크 대형 white 5매입2 - G마켓,G마켓,33500,3350,70,490015,94
2020-04-05,search.shopping.naver.com,F012050,3M 넥스케어 위생 마스크(5매입) /KF80/94 미세먼지 마스크(5매입) - 11번가,11번가,8900,1780,57,490013,80
2020-04-24,search.shopping.naver.com,F012050,닥터퓨리 KF94 미세먼지 황사마스크 대형 1매 (개별포장) - 두배상회,두배상회,2820,2820,2,490002,94
2020-04-16,search.shopping.naver.com,F012050,에버그린 크린탑 KF94 황사·방역마스크 대형 1매 - 다나아건강스토어,다나아건강스토어,2880,2880,31,490015,94
2020-04-08,search.shopping.naver.com,F012050,기타 KF94 황사방역미세먼지 [익일출고] 대형마스크 1개 랜덤발송 - 쿠팡,쿠팡,3600,3600,41,490008,94
2020-04-21,search.shopping.naver.com,F012050,늘푸른 황사마스크(KF80) 화이트 대형 X 10매 - 옥션,옥션,30100,3010,30,490009,80
2020-05-17,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스 - 옥션,옥션,4850,4850,19,490008,94
2020-05-11,search.shopping.naver.com,F012050,[유가모아] 마스크 kf94 kf80 소형 중형 대형 덴탈 일회용 화이트 블랙 - madammaket,madammaket,1700,1700,15,490015,94
2020-04-26,search.shopping.naver.com,F012050,KF94 마스크 소형/대형 황사방역 일회용마스크 1개 - 코코뷰티 코리아,코코뷰티 코리아,2290,2290,3,490008,94
2020-04-21,search.shopping.naver.com,F012050,(오늘발송) 방역용 마스크 남녀공용 KF94마스크 KF94 마스크 대형(낱개구매가능) - 오피스홈채널,오피스홈채널,2500,2500,41,490015,94
2020-05-11,search.shopping.naver.com,F012050,늘푸른 마스크 KF94대형 화이트 일회용 개별 포장 1개 - 파이닉스 공조냉동,파이닉스 공조냉동,3990,3990,9,490008,94
2020-04-12,search.shopping.naver.com,F012050,편한숨 오디널 황사 방역마스크 KF94 소형 5매입 1개 - VitaGs,VitaGs,12500,2500,32,490008,94
2020-02-18,search.shopping.naver.com,F012091,네오세이프 입체면마스크[블루 성인용] 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,3000,,32,490008,94
2020-03-14,search.shopping.naver.com,F012050,크린조이 황사 방역마스크 KF94 대형 10개 - 인터파크,인터파크,39690,3969,11,490015,94
2020-03-16,search.shopping.naver.com,F012050,코로나 대응 마스크 대형 KF94 5매 국내생산당일발송Z - 옥션,옥션,33000,6600,53,490015,94
2020-05-17,search.shopping.naver.com,F012050,MPLUS KF80 마스크/ 황사방역 마스크 /미세먼지 마스크 - Merci BEAUcoup,Merci BEAUcoup,1900,1900,3,490013,80
2020-03-12,search.shopping.naver.com,F012050,KF94 소형 5매입 또는 개별포장 1개 - 11번가,11번가,19500,3900,21,490008,94
2020-04-26,search.shopping.naver.com,F012050,웰킵스 스마트 미세먼지황사마스크 KF94 대형 1개 - 11번가,11번가,2850,2850,25,490008,94
2020-02-16,search.shopping.naver.com,F012091,당일발송 kf80마스크x1개4중보호필터검정일회용마스크 - G마켓,G마켓,3000,,36,490009,80
2020-02-19,search.shopping.naver.com,F012091,핑크퐁 면마스크 어린이용 1개 황사방역마스크 대형KF94 면마스크 방한마스크 소형 끈조절 일회용마스크 초미세먼지 숨마스크 - 티몬,티몬,2200,,42,490008,94
2020-04-14,search.shopping.naver.com,F012050,KF80마스크 대형 일회용 미세먼지 마스크 (국내정품) - 옥션,옥션,2350,2350,83,490013,80
2020-05-21,search.shopping.naver.com,F012050,KF94 써니데이 황사 마스크 대형 1개 식약처허가제품 수량확보 당일출고 - 따따봉봉,따따봉봉,2100,2100,5,490008,94
2020-05-01,search.shopping.naver.com,F012050,애니쿨 KF94 마스크 3매 식약처인증 미세먼지 황사 방역마스크 - 패션플러스,패션플러스,6300,2100,58,490015,94
2020-03-14,search.shopping.naver.com,F012050,숨프리 미세먼지 황사마스크 KF94 10매 대형 마스크 - G마켓,G마켓,45670,4567,78,490015,94
2020-05-26,search.shopping.naver.com,F012050,미세먼지마스크 KF80 대형 1개 [뉴네퓨어] 끈조절 미세먼지 황사마스크 KF94 - 티몬,티몬,1320,1320,14,490008,94
2020-04-07,search.shopping.naver.com,F012050,E&W 레드페이스 웰빙 황사 마스크 뉴 KF80 5매입 - 레드페이스파비뇽,레드페이스파비뇽,27500,5500,2,490009,94
2020-02-19,search.shopping.naver.com,F012091,클레어마망 크린숨 방역 미세먼지 마스크 KF94 - 클레어마망,클레어마망,2800,,6,490008,94
2020-02-11,search.shopping.naver.com,F012091,3Q 미세 먼지 KF94 대형 1회용 일회용 마스크 1개 - 써니의 잡화점,써니의 잡화점,4240,,66,490008,94
2020-04-20,search.shopping.naver.com,F012050,프리텍 kf94마스크 황사마스크 대형 3매입 3봉 1세트(바로배송) - 꿍야꿍야,꿍야꿍야,25500,2833.333333,51,490015,94
2020-05-17,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - 인터파크,인터파크,3570,3570,32,490008,94
2020-04-08,search.shopping.naver.com,F012050,국내배송 KF94 식약처 인증 황사 방역마스크 대형 10개 - 멸치쇼핑,멸치쇼핑,29900,2990,56,490015,94
2020-05-06,search.shopping.naver.com,F012050,아레카 KF94마스크 대형(그레이) 10매 - 푸름웰니스,푸름웰니스,29800,2980,66,490015,94
2020-04-03,search.shopping.naver.com,F012050,도부마스크 끌라레루트 KF80 마스크 대형 블랙 5매입 성인용 - 쿠팡,쿠팡,22900,4580,5,490013,80
2020-05-14,search.shopping.naver.com,F012050,[일월]보건용 황사 미세먼지 마스크 KF94 (대형30매) - 이마트몰,이마트몰,69800,2326.666667,23,490015,94
2020-05-24,search.shopping.naver.com,F012050,제로베이 KF94 대형 마스크(개별포장) - 최프로샵,최프로샵,1870,1870,11,490015,94
2020-04-12,search.shopping.naver.com,F012050,국산 개별포장 KF94 황사 마스크 일회용 30매 대형 - G9,G9,105890,3529.666667,62,490015,94
2020-05-25,search.shopping.naver.com,F012050,뉴네퓨어 황사 방역용 마스크 KF94 대형 성인용5매입 - 브리에쥬르,브리에쥬르,21150,4230,8,490001,94
2020-04-01,search.shopping.naver.com,F012050,(당일 출고) 맑은하늘 황사마스크 대형 KF80 화이트 - G마켓,G마켓,4890,4890,63,490013,80
2020-02-19,search.shopping.naver.com,F012091,3Q 미세 먼지 KF94 대형 1회용 일회용 마스크 1개 // 환풍기 방독면 c9v - 도매셀러,도매셀러,3660,,59,490008,94
2020-05-02,search.shopping.naver.com,F012050,숨쉬Go KF94 방역 미세먼지 마스크 (대형X 낱개 1개) 화이트색상 - 미세먼지없는 깨끗한 숨 마스크 - gamezend,gamezend,4900,4900,6,490008,94
2020-05-27,search.shopping.naver.com,F012050,뉴네퓨어 황사방역 보건용마스크 kf94 5개입 (끈 조절) 대형 화이트 - 쿠팡,쿠팡,22000,4400,18,490001,94
2020-05-13,search.shopping.naver.com,F012050,보령 5WHY 일동 푸른숲 중외제약 좋은숨 동아제약 더스논 황사 미세먼지 마스크 KF94 KF99 - 헬로우메디,헬로우메디,3000,3000,1,490003,94
2020-04-25,search.shopping.naver.com,F012050,KF94 크린테크방역 마스크 대형 중형 1매 의약외품 - 인터파크,인터파크,2490,2490,63,490015,94
2020-05-24,search.shopping.naver.com,F012050,블루본 KF80 대형마스크 10매(개별낱개포장) - 뉴웰라이프,뉴웰라이프,17800,1780,52,490013,80
2020-05-17,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - G마켓,G마켓,4930,4930,40,490008,94
2020-02-18,search.shopping.naver.com,F012091,더나은 KF94 미세먼지 황사 마스크 성인용 - 와365 WA365,와365 WA365,3000,,9,490008,94
2020-02-28,search.shopping.naver.com,F012091,KF80 미마 보건용 마스크 소형 (XS) - G마켓,G마켓,2980,,22,490013,80
2020-03-19,search.shopping.naver.com,F012050,KF94 미세먼지 마스크 (대형) 국산 마스크 10매입 - G마켓,G마켓,55000,5500,23,490015,94
2020-05-07,search.shopping.naver.com,F012050,KF94 크린웰 황사마스크 1개 - 이보소,이보소,4080,4080,38,490008,94
2020-03-11,search.shopping.naver.com,F012050,KF94 마스크 10개입 대형 - G마켓,G마켓,51970,5197,27,490015,94
2020-05-26,search.shopping.naver.com,F012050,미세먼지마스크 KF80 대형 1개 [뉴네퓨어] 끈조절 미세먼지 황사마스크 KF94 - 티몬,티몬,1320,1320,22,490009,80
2020-05-14,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 숨마스크 - 옥션,옥션,4260,4260,16,490008,94
2020-05-21,search.shopping.naver.com,F012050,모나리자 kf94마스크 황사마스크 대형 1매입 5봉 1세트(바로배송) - 꿍야꿍야,꿍야꿍야,15900,3180,46,490015,94
2020-04-17,search.shopping.naver.com,F012050,핑크퐁면마스크 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,2500,2500,28,490008,94
2020-04-17,search.shopping.naver.com,F012050,KF94 원파인데이 숨마스크 황사 미세먼지 마스크 대형 1개 - 제이팜플러스,제이팜플러스,2800,2800,9,490008,94
2020-02-16,search.shopping.naver.com,F012091,엘지생활건강 LG생활 테라브레스 뽀로로 미세먼지 마스크 KF94 소형1개 - 옥션,옥션,3440,,18,490008,94
2020-02-26,search.shopping.naver.com,F012091,"[크리넥스]카카오 황사마스크(KF80,블랙)(1매)-전용센터 - 롯데마트",롯데마트,2000,,17,490013,80
2020-04-16,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - 삼성전자스토어,삼성전자스토어,2800,2800,4,490008,94
2020-03-25,search.shopping.naver.com,F012050,방역 마스크 KF94 대형 화이트 일회용 개별 포장 1개 - 파이닉스 공조냉동,파이닉스 공조냉동,4510,4510,9,490008,94
2020-04-30,search.shopping.naver.com,F012050,하이가드 KF80 황사마스크 대형(1매입) x 10묶음 - 뉴트리헬스케어mall,뉴트리헬스케어mall,29200,2920,50,490013,80
2020-05-07,search.shopping.naver.com,F012050,건영크린텍 KF94 마스크(대형) 5매X3봉(총15매) - 이마트몰,이마트몰,41500,2766.666667,58,490015,94
2020-05-08,search.shopping.naver.com,F012050,크린웰 KF80 마스크 대형 화이트 개별포장 - 쿠팡,쿠팡,1990,1990,83,490013,80
2020-05-13,search.shopping.naver.com,F012050,주 파인텍 네퓨어 KF94 5매입 2팩 [의약외품] 파인텍 네퓨어 KF94 마스크 10매 - 티몬,티몬,33250,3325,22,490001,94
2020-04-28,search.shopping.naver.com,F012050,파인텍 네퓨어 KF94 10매 황사 미세먼지 일회용마스크 - 인터파크,인터파크,27000,2700,4,490001,94
2020-04-23,search.shopping.naver.com,F012050,KF94마스크 대형(30매입) 식약처허가 합리적인 마스크 - 펜사랑,펜사랑,68500,2283.333333,28,490015,94
2020-05-26,search.shopping.naver.com,F012050,국제약품 메디 황사마스크 대형 KF80 (3매입) x 1개 - 옥션,옥션,4300,1433.333333,11,490009,80
2020-05-13,search.shopping.naver.com,F012050,퓨어365 KF94 대형 황사마스크 1개 5매입 - 옥션,옥션,19900,3980,38,490008,94
2020-05-08,search.shopping.naver.com,F012050,디와이생활건강 KF80 애니케어 흰색 대형마스크 1매 - 롯데홈쇼핑,롯데홈쇼핑,4500,4500,57,490013,80
2020-04-13,search.shopping.naver.com,F012050,"다존,이노센트외 KF94,KF80 황사 방역마스크 대형 개별포장 10개 - 온카페",온카페,32500,3250,42,490015,94
2020-05-21,search.shopping.naver.com,F012050,노브렉트 매직 KF94 황사 미세먼지 마스크 - 제이트리플,제이트리플,2500,2500,11,490008,94
2020-04-06,search.shopping.naver.com,F012050,국산 KF94 마스크 미세먼지 대형 10매입 - G마켓,G마켓,35020,3502,62,490015,94
2020-05-24,search.shopping.naver.com,F012050,에코드림 KF80 1매 방역 마스크 국내생산 개별포장 - 주식회사 에코온,주식회사 에코온,1820,1820,16,490013,80
2020-04-13,search.shopping.naver.com,F012050,애니프리 KF80 필터 사용 황사 마스크 10매/당일출고 미세먼지 국내배송 방역 - 건강한 라이프,건강한 라이프,24900,2490,46,490013,80
2020-05-24,search.shopping.naver.com,F012050,건영크린텍 KF94 마스크(대형) 5매X3봉(총15매) - 이마트몰,이마트몰,39900,2660,37,490015,94
2020-05-01,search.shopping.naver.com,F012050,디와이생활건강 KF80 애니케어 흰색 대형마스크 5매 - 롯데홈쇼핑,롯데홈쇼핑,19440,3888,39,490013,80
2020-05-19,search.shopping.naver.com,F012050,[10개묶음 할인]소형마스크 일회용마스크 화이트 개별밀봉포장 1개 JWB-1095 KF94 소형 마스크 kf80 - 쿠팡,쿠팡,23100,2310,28,490009,80
2020-05-16,search.shopping.naver.com,F012050,[개별포장]닥터로드 KF94 황사 미세먼지 마스크/대형/일회용/5매 - 위메프,위메프,11900,2380,63,490015,94
2020-05-20,search.shopping.naver.com,F012050,[KF94 대형 개별포장] 미소 황사 방역 마스크(화이트) 10매 - 푸름웰니스,푸름웰니스,17900,1790,21,490015,94
2020-05-12,search.shopping.naver.com,F012050,국산 KF94 미세먼지 이지숨 마스크 대형 화이트 10매 - G9,G9,24890,2489,64,490015,94
2020-05-02,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - 인터파크,인터파크,2300,2300,6,490008,94
2020-04-20,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - QUQU,QUQU,2490,2490,6,490008,94
2020-05-14,search.shopping.naver.com,F012050,웰킵스 웰킵스 KF94 대형마스크/25개1박스/재고확보/마스크 - G마켓,G마켓,69050,2762,80,490015,94
2020-05-28,search.shopping.naver.com,F012050,써니데이 KF80 마스크 대형 화이트 개별포장 - 리빙굿즈8949,리빙굿즈8949,1780,1780,66,490013,80
2020-05-15,search.shopping.naver.com,F012050,코로나19 kf80 여름 쿨매쉬 어린이 아동용 피타 연예인 네오프렌 덴탈 마스크 - 꿈꾸는 나나씨,꿈꾸는 나나씨,3500,3500,20,490013,80
2020-04-30,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - 옥션,옥션,4650,4650,17,490008,94
2020-02-24,search.shopping.naver.com,F012091,공룡메카드입체마스크[어린이용] 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,4500,,62,490008,94
2020-02-14,search.shopping.naver.com,F012091,대나무 방한마스크 [백색 성인용] 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,2000,,24,490008,94
2020-05-27,search.shopping.naver.com,F012050,KF80 마스크 대형 개별포장 화이트 식약처허가 미세먼지 마스크 - 벌꿀 상점,벌꿀 상점,1840,1840,18,490013,80
2020-05-28,search.shopping.naver.com,F012050,KF80마스크 퓨어 마스크 - 옥션,옥션,2990,2990,76,490013,80
2020-04-29,search.shopping.naver.com,F012050,뉴네퓨어 kf94 (5매입) - 정우shop,정우shop,14000,2800,12,490001,94
2020-05-18,search.shopping.naver.com,F012050,LG생활건강 테라브레스 KF94 미세먼지 마스크 대형1개 - 옥션,옥션,3260,3260,40,490008,94
2020-04-22,search.shopping.naver.com,F012050,건영크린텍 10매건영 KF94 미세먼지 마스크 대형 white 5매입2 - G마켓,G마켓,33500,3350,78,490015,94
2020-04-23,search.shopping.naver.com,F012050,"일동 푸른숲 자연숲 황사마스크,더스논, 동아제약황사방역용마스크kf94, 크린웰 황사방역용마스크 Kf94 - 헬시버퍼팜",헬시버퍼팜,2790,2790,5,490003,94
2020-04-10,search.shopping.naver.com,F012050,"제로베이 KF94 마스크 대형 (황사,미세먼지)흰색 - 11번가",11번가,3190,3190,79,490015,94
2020-04-22,search.shopping.naver.com,F012050,식약처인증 KF94 에스엔팜 대형 일회용 블랙 마스크 개별포장1봉지5매 - 위메프,위메프,17500,3500,53,490015,94
2020-05-02,search.shopping.naver.com,F012050,[도부마스크] KF94 대형 10매 외 CM 1 화생방용 화재용 마스크 믿을 수 있는 국내생산 빠른 배송 - 티몬,티몬,36960,3696,16,490015,94
2020-04-23,search.shopping.naver.com,F012050,국산 네오메드 솔바람 KF94 마스크(블랙) 대형 1매 - 닥터바디,닥터바디,3000,3000,37,490015,94
2020-05-16,search.shopping.naver.com,F012050,미니키티국내산 황사 방역용 미세먼지 마스크 KF94 중형 1개 (브랜드랜덤) - 캐릭터용품쇼핑몰스토리마켓,캐릭터용품쇼핑몰스토리마켓,2500,2500,51,490008,94
2020-05-03,search.shopping.naver.com,F012050,"뉴네퓨어 크린가드 테라브레스 웰킵스 5매 KF94 마스크 대형 소형 (재고O, 당일출고) - 팡팡이스토어",팡팡이스토어,15000,3000,8,490001,94
2020-05-01,search.shopping.naver.com,F012050,스마일 황사 미세먼지 마스크 KF80 X 30개 (블랙/블랙+화이트) - 롯데ON,롯데ON,53000,1766.666667,37,490013,80
2020-03-12,search.shopping.naver.com,F012050,KF94 마스크 화이트 1세트 5개입 (랜덤) 미세먼지 코로나 황사 성인용 대형 당일배송 - 포켓몬카드왕국,포켓몬카드왕국,26900,5380,19,490015,94
